gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,predicted_sentiment_label,predicted_sentiment_score,churn_probability,churn_prediction,risk_tier,risk_reason,recommendation
Female,0,Yes,Yes,10,DSL,Month-to-month,Credit card (automatic),55.2,528.35,Yes,Neutral,0,0.786640612041461,Yes,Medium,"tenure pendek, kontrak bulanan",Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Female,0,No,No,21,Fiber optic,Month-to-month,Electronic check,90.05,1862.9,No,Positive,1,0.010696686202828026,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,No,No,1,DSL,Month-to-month,Electronic check,39.65,39.65,Yes,Negative,-1,0.999024567149148,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, metode pembayaran electronic check","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Male,0,Yes,No,12,No,One year,Bank transfer (automatic),19.8,202.25,No,Positive,1,0.006111998034149223,No,Low,tenure pendek,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,No,Month-to-month,Mailed check,20.15,20.15,Yes,Negative,-1,0.9928920056405939,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Female,0,Yes,No,58,DSL,Two year,Credit card (automatic),59.9,3505.1,No,Positive,1,0.014064252999706666,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,49,DSL,Month-to-month,Credit card (automatic),59.6,2970.3,No,Positive,1,0.056898880267566614,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,30,DSL,Month-to-month,Bank transfer (automatic),55.3,1530.6,No,Positive,1,0.18767577943104796,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,47,Fiber optic,Month-to-month,Electronic check,99.35,4749.15,Yes,Neutral,0,0.9918191203552932,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,Yes,Yes,1,DSL,Month-to-month,Electronic check,30.2,30.2,Yes,Negative,-1,0.9955831714080238,Yes,High,"tenure pendek, kontrak bulanan, feedback negatif, metode pembayaran electronic check","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Male,0,Yes,No,72,DSL,Two year,Credit card (automatic),90.25,6369.45,No,Positive,1,0.004880485708623153,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,Yes,17,DSL,Month-to-month,Mailed check,64.7,1093.1,Yes,Neutral,0,0.8158204511789422,Yes,High,kontrak bulanan,High risk -> retention call dan tawarkan upgrade kontrak
Female,1,Yes,No,71,Fiber optic,Two year,Credit card (automatic),96.35,6766.95,No,Positive,1,0.0024819336748525696,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,No,2,Fiber optic,Month-to-month,Credit card (automatic),95.5,181.65,No,Neutral,0,0.7510515407806128,Yes,Medium,"tenure pendek, monthly charge tinggi, kontrak bulanan",Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Female,0,Yes,Yes,27,DSL,One year,Mailed check,66.15,1874.45,No,Neutral,0,0.06438238844141783,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,No,Month-to-month,Bank transfer (automatic),20.2,20.2,No,Positive,1,0.006357659140090931,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,No,No,1,DSL,Month-to-month,Bank transfer (automatic),45.25,45.25,No,Positive,1,0.058531013077477795,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,72,Fiber optic,Two year,Bank transfer (automatic),99.9,7251.7,No,Positive,1,0.0049230518880765415,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,5,Fiber optic,Month-to-month,Electronic check,69.7,316.9,Yes,Positive,1,0.9378227214796627,Yes,High,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,46,Fiber optic,Month-to-month,Credit card (automatic),74.8,3548.3,No,Positive,1,0.07155448011358681,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,34,Fiber optic,Month-to-month,Electronic check,106.35,3549.25,Yes,Negative,-1,0.94716534600685,Yes,High,"monthly charge tinggi, kontrak bulanan, feedback negatif, metode pembayaran electronic check","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Female,0,No,No,11,Fiber optic,Month-to-month,Bank transfer (automatic),97.85,1105.4,Yes,Positive,1,0.895001832309856,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,Yes,Yes,10,DSL,One year,Mailed check,49.55,475.7,No,Positive,1,0.034030613535037495,No,Low,tenure pendek,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,70,DSL,Two year,Credit card (automatic),69.2,4872.35,No,Positive,1,0.06320374166360318,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,17,No,One year,Mailed check,20.75,418.25,No,Positive,1,0.0007354611943477951,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,63,DSL,Two year,Credit card (automatic),79.85,4861.45,No,Positive,1,0.00893589789873046,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,13,DSL,Month-to-month,Electronic check,76.2,981.45,No,Neutral,0,0.28377031080275905,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,49,Fiber optic,Month-to-month,Electronic check,84.5,3906.7,No,Positive,1,0.007329724499943096,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,2,DSL,Month-to-month,Mailed check,49.25,97.0,No,Neutral,0,0.4640473047808345,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,2,Fiber optic,Month-to-month,Electronic check,80.65,144.15,Yes,Positive,1,0.9544471967381598,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,No,No,52,DSL,Two year,Credit card (automatic),79.75,4217.8,No,Positive,1,0.008293493332159037,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,69,DSL,Two year,Credit card (automatic),64.15,4254.1,No,Positive,1,0.0018210862619808307,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,43,Fiber optic,Month-to-month,Electronic check,90.25,3838.75,No,Positive,1,0.0636686510368153,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,15,Fiber optic,Month-to-month,Credit card (automatic),99.1,1426.4,Yes,Positive,1,0.8427070035865403,Yes,High,"monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,1,Yes,No,25,DSL,Month-to-month,Credit card (automatic),69.5,1752.65,No,Positive,1,0.22303375784450138,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,8,Fiber optic,Month-to-month,Credit card (automatic),80.65,633.3,Yes,Positive,1,0.9116251122488844,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan",High risk -> retention call dan tawarkan upgrade kontrak
Female,1,Yes,Yes,60,DSL,One year,Credit card (automatic),74.85,4456.35,No,Neutral,0,0.11797655240696417,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,No,No,18,Fiber optic,Month-to-month,Electronic check,95.45,1752.55,Yes,Positive,1,0.9824242968891477,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,Yes,63,Fiber optic,One year,Credit card (automatic),99.65,6311.2,No,Positive,1,0.22726615156116853,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,Yes,66,Fiber optic,One year,Electronic check,108.45,7076.35,No,Positive,1,0.14042293351707183,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,34,No,Two year,Credit card (automatic),24.95,894.3,No,Positive,1,0.001843716719914803,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,72,Fiber optic,Two year,Credit card (automatic),107.5,7853.7,No,Positive,1,0.025752491565005156,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,47,Fiber optic,Month-to-month,Electronic check,100.5,4707.1,No,Positive,1,0.3851288556012091,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,60,Fiber optic,Month-to-month,Bank transfer (automatic),89.9,5450.7,No,Positive,1,0.06561861035355845,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,72,DSL,Two year,Bank transfer (automatic),42.1,2962.0,No,Positive,1,0.005702228358896068,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,18,DSL,One year,Credit card (automatic),54.4,957.1,No,Positive,1,0.1496673696021675,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,9,Fiber optic,Month-to-month,Electronic check,94.4,857.25,Yes,Neutral,0,0.9012969819562923,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,3,DSL,Month-to-month,Electronic check,75.3,244.1,No,Positive,1,0.25305155289300013,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,47,Fiber optic,One year,Electronic check,78.9,3650.35,No,Positive,1,0.04092210002802716,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,31,DSL,Two year,Mailed check,79.2,2497.2,No,Positive,1,0.020001558723191763,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,50,No,Two year,Bank transfer (automatic),20.15,930.9,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,10,Fiber optic,Month-to-month,Mailed check,79.85,887.35,No,Positive,1,0.020563543970338327,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,1,DSL,Month-to-month,Mailed check,49.05,49.05,No,Positive,1,0.02488441519903428,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,52,No,One year,Electronic check,20.4,1090.65,No,Positive,1,0.0018663471778487754,No,Low,metode pembayaran electronic check,Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,Yes,Yes,64,Fiber optic,Two year,Bank transfer (automatic),111.6,7099.0,No,Positive,1,0.013689569787798297,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,62,No,Two year,Bank transfer (automatic),24.25,1424.6,No,Positive,1,0.012002882455833449,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,Yes,3,DSL,Month-to-month,Bank transfer (automatic),64.5,177.4,No,Positive,1,0.015572825712534204,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,56,Fiber optic,One year,Electronic check,110.5,6139.5,No,Positive,1,0.032872664626316384,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,46,DSL,One year,Credit card (automatic),55.65,2688.85,No,Positive,1,0.17529175923910842,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,8,DSL,Month-to-month,Mailed check,54.65,482.25,No,Positive,1,0.003284732497853535,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,No,No,30,DSL,Month-to-month,Electronic check,74.75,2111.3,No,Positive,1,0.07071449812788035,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,45,No,One year,Credit card (automatic),25.9,1216.6,No,Positive,1,0.08662119198912929,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,Yes,1,Fiber optic,Month-to-month,Electronic check,79.35,79.35,Yes,Positive,1,0.9774440375254316,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,Yes,11,DSL,Month-to-month,Electronic check,50.55,565.35,No,Positive,1,0.04707550141122324,No,Low,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,7,Fiber optic,Month-to-month,Bank transfer (automatic),75.15,496.9,Yes,Positive,1,0.6262350270048251,Yes,Medium,"tenure pendek, monthly charge tinggi, kontrak bulanan",Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Female,0,No,No,42,Fiber optic,Month-to-month,Bank transfer (automatic),103.8,4327.5,No,Positive,1,0.13773435719762586,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,49,No,Two year,Bank transfer (automatic),20.15,973.35,No,Positive,1,0.0014553496208930075,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,9,Fiber optic,Month-to-month,Credit card (automatic),99.3,918.75,No,Positive,1,0.032133847180077564,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,No,35,DSL,One year,Bank transfer (automatic),62.15,2215.45,No,Neutral,0,0.07524291639400825,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,48,No,Two year,Bank transfer (automatic),20.65,1057.0,No,Positive,1,0.01566682021611938,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,46,No,Two year,Mailed check,19.95,927.1,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,29,DSL,Month-to-month,Mailed check,33.75,1009.25,No,Positive,1,0.2534850924651478,No,Low,kontrak bulanan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,30,Fiber optic,Month-to-month,Bank transfer (automatic),82.05,2570.2,No,Positive,1,0.005388559708239903,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,1,No,No,1,Fiber optic,Month-to-month,Electronic check,74.7,74.7,No,Positive,1,0.07657857921724037,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,66,DSL,Two year,Mailed check,84.0,5714.25,No,Positive,1,0.0018210862619808307,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,65,Fiber optic,Month-to-month,Credit card (automatic),111.05,7107.0,No,Positive,1,0.00990780353676332,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,72,Fiber optic,Two year,Bank transfer (automatic),100.9,7459.05,No,Positive,1,0.3818918637522919,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,12,Fiber optic,Month-to-month,Electronic check,78.95,927.35,Yes,Neutral,0,0.9867210347338069,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Male,0,Yes,Yes,71,DSL,One year,Credit card (automatic),66.85,4748.7,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,5,No,Month-to-month,Mailed check,21.05,113.85,Yes,Positive,1,0.5667300863915986,Yes,Medium,"tenure pendek, kontrak bulanan",Medium risk -> dorong migrasi ke kontrak 1 tahun + promo bundle
Male,0,No,No,52,No,Two year,Bank transfer (automatic),21.0,1107.2,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,25,Fiber optic,Month-to-month,Electronic check,98.5,2514.5,Yes,Negative,-1,0.9851529793618999,Yes,High,"monthly charge tinggi, kontrak bulanan, feedback negatif, metode pembayaran electronic check","High risk -> retention call prioritas, service recovery, dan diskon personal 15-20%"
Male,0,No,No,1,No,Month-to-month,Mailed check,20.2,20.2,No,Positive,1,0.08761215549903836,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,1,No,Month-to-month,Electronic check,19.45,19.45,No,Positive,1,0.004774273064693636,No,Low,"tenure pendek, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,38,Fiber optic,One year,Bank transfer (automatic),95.0,3605.6,No,Positive,1,0.02364891970735822,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,66,DSL,One year,Bank transfer (automatic),45.55,3027.25,No,Positive,1,0.10857890194531233,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,68,Fiber optic,Two year,Bank transfer (automatic),110.0,7611.85,Yes,Positive,1,0.45720735052217326,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,5,DSL,Month-to-month,Mailed check,24.3,100.2,No,Positive,1,0.0018049749086558149,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,72,Fiber optic,One year,Electronic check,104.15,7303.05,No,Positive,1,0.04473966951973227,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,32,DSL,One year,Mailed check,30.15,927.65,No,Neutral,0,0.16155011697079985,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,43,Fiber optic,One year,Mailed check,94.35,3921.3,No,Positive,1,0.005175089522494917,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,72,No,Two year,Credit card (automatic),19.4,1363.25,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,No,55,Fiber optic,Month-to-month,Electronic check,96.75,5238.9,Yes,Positive,1,0.84661139786542,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,52,DSL,One year,Credit card (automatic),57.95,3042.25,No,Positive,1,0.006658542791205996,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,43,Fiber optic,Month-to-month,Electronic check,91.65,3954.1,No,Positive,1,0.008192823283314145,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,Yes,No,37,Fiber optic,Month-to-month,Electronic check,76.5,2868.15,Yes,Positive,1,0.3453637138107494,No,Low,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,64,DSL,Two year,Electronic check,54.6,3423.5,No,Positive,1,0.048621929408537205,No,Low,metode pembayaran electronic check,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,3,Fiber optic,Month-to-month,Electronic check,89.85,248.4,No,Positive,1,0.07063361005207018,No,Low,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,36,DSL,Two year,Bank transfer (automatic),31.05,1126.35,No,Positive,1,0.06390870623071562,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,10,Fiber optic,Month-to-month,Electronic check,100.25,1064.65,Yes,Positive,1,0.9859013054067589,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,No,No,41,No,Two year,Mailed check,20.65,835.15,No,Positive,1,0.0,No,Low,tidak ada sinyal risiko dominan,Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,Yes,Yes,27,Fiber optic,Month-to-month,Credit card (automatic),85.2,2151.6,No,Positive,1,0.18932994725886057,No,Low,"monthly charge tinggi, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,56,Fiber optic,One year,Credit card (automatic),99.8,5515.45,No,Positive,1,0.34540700199379804,No,Low,monthly charge tinggi,Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,No,No,6,No,Month-to-month,Mailed check,20.7,112.75,No,Positive,1,0.0,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,3,Fiber optic,Month-to-month,Electronic check,74.4,229.55,Yes,Neutral,0,0.9996203181357363,Yes,High,"tenure pendek, monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
Female,0,Yes,Yes,7,DSL,Month-to-month,Mailed check,50.7,350.35,No,Positive,1,0.08352496778364159,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Female,0,Yes,Yes,4,No,Month-to-month,Mailed check,20.85,62.9,No,Neutral,0,0.02893369061304028,No,Low,"tenure pendek, kontrak bulanan",Low risk -> pertahankan engagement lewat loyalty campaign
Male,0,No,No,33,Fiber optic,Two year,Electronic check,88.95,3027.65,No,Positive,1,0.01060343237484552,No,Low,"monthly charge tinggi, metode pembayaran electronic check",Low risk -> pertahankan engagement lewat loyalty campaign
Female,1,No,No,27,Fiber optic,Month-to-month,Electronic check,78.05,2135.5,Yes,Neutral,0,0.9683899436512562,Yes,High,"monthly charge tinggi, kontrak bulanan, metode pembayaran electronic check",High risk -> retention call dan tawarkan upgrade kontrak
